Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Online,Commercial operation,Shutdown,Offline,Latitude,Longitude,Link1,Link2,Link3,Power from Nuclear
Operational,France,FR-21,GRAVELINES-2,PWR,8/1/1980,"August, 1980",12/1/1980,,None (Currently operational),51.01528,2.13611,https://en.wikipedia.org/wiki/Gravelines_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/GRAVELINES-1,,0.71
Operational,France,FR-27,GRAVELINES-3,PWR,12/1/1980,"December, 1980",6/1/1981,,None (Currently operational),51.01528,2.13611,https://en.wikipedia.org/wiki/Gravelines_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/GRAVELINES-1,,0.71
Operational,France,FR-28,GRAVELINES-4,PWR,6/1/1981,"June, 1981",10/1/1981,,None (Currently operational),51.01528,2.13611,https://en.wikipedia.org/wiki/Gravelines_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/GRAVELINES-1,,0.71
Operational,France,FR-51,GRAVELINES-5,PWR,8/1/1984,"August, 1984",1/1/1985,,None (Currently operational),51.01528,2.13611,https://en.wikipedia.org/wiki/Gravelines_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/GRAVELINES-1,,0.71
Operational,France,FR-52,GRAVELINES-6,PWR,8/1/1985,"August, 1985",10/1/1985,,None (Currently operational),51.01528,2.13611,https://en.wikipedia.org/wiki/Gravelines_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/GRAVELINES-1,,0.71
Operational,China,CN-30,HAIYANG-1,PWR,8/1/2018,"August, 2018",10/1/2018,,None (Currently operational),36.7083,121.383,https://en.wikipedia.org/wiki/Haiyang_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/HAIYANG-1,,0.03
Operational,China,CN-31,HAIYANG-2,PWR,10/1/2018,"October, 2018",1/1/2019,,None (Currently operational),36.7083,121.383,https://en.wikipedia.org/wiki/Haiyang_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/HAIYANG-1,,0.03
Operational,United Kingdom,GB-19A,HARTLEPOOL A-1,GCR,8/1/1983,"August, 1983",4/1/1989,,None (Currently operational),54.635,-1.18083,https://en.wikipedia.org/wiki/Hartlepool_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/HARTLEPOOL%2520A-1,,0.2
Operational,United Kingdom,GB-19B,HARTLEPOOL A-2,GCR,10/1/1984,"October, 1984",4/1/1989,,None (Currently operational),54.635,-1.18083,https://en.wikipedia.org/wiki/Hartlepool_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/HARTLEPOOL%2520A-1,,0.2
Operational,United Kingdom,GB-16A,HINKLEY POINT B-1,GCR,10/1/1976,"October, 1976",10/1/1978,,None (Currently operational),51.209034,-3.127477,https://en.wikipedia.org/wiki/Hinkley_Point_B_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/HINKLEY%2520POINT%2520B-1,,0.2
Operational,United Kingdom,GB-16B,HINKLEY POINT B-2,GCR,2/1/1976,"February, 1976",9/1/1976,,None (Currently operational),51.209034,-3.127477,https://en.wikipedia.org/wiki/Hinkley_Point_B_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/HINKLEY%2520POINT%2520B-1,,0.2
Operational,United States,US-354,HOPE CREEK-1,BWR,8/1/1986,"August, 1986",12/1/1986,,None (Currently operational),39.46778,-75.53806,https://en.wikipedia.org/wiki/Hope_Creek_Nuclear_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/HOPE%2520CREEK-1,,0.19
Operational,United Kingdom,GB-17A,HUNTERSTON B-1,GCR,2/1/1976,"February, 1976",2/1/1976,,None (Currently operational),55.72209,-4.89009,https://en.wikipedia.org/wiki/Hunterston_B_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/HUNTERSTON%2520B-1,,0.2
Operational,United Kingdom,GB-17B,HUNTERSTON B-2,GCR,3/1/1977,"March, 1977",3/1/1977,,None (Currently operational),55.72209,-4.89009,https://en.wikipedia.org/wiki/Hunterston_B_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/HUNTERSTON%2520B-1,,0.2
Operational,India,IN-13,KAIGA-1,PHWR,10/1/2000,"October, 2000",11/1/2000,,None (Currently operational),14.8653222,74.4396417,https://en.wikipedia.org/wiki/Kaiga_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/KAIGA-1,,0.02
Operational,India,IN-14,KAIGA-2,PHWR,12/1/1999,"December, 1999",3/1/2000,,None (Currently operational),14.8653222,74.4396417,https://en.wikipedia.org/wiki/Kaiga_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/KAIGA-1,,0.02
Operational,India,IN-15,KAIGA-3,PHWR,4/1/2007,"April, 2007",5/1/2007,,None (Currently operational),14.8653222,74.4396417,https://en.wikipedia.org/wiki/Kaiga_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/KAIGA-1,,0.02
Operational,India,IN-16,KAIGA-4,PHWR,1/1/2011,"January, 2011",1/1/2011,,None (Currently operational),14.8653222,74.4396417,https://en.wikipedia.org/wiki/Kaiga_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/KAIGA-1,,0.02
Operational,India,IN-9,KAKRAPAR-1,PHWR,11/1/1992,"November, 1992",5/1/1993,,None (Currently operational),21.23861,73.35,https://en.wikipedia.org/wiki/Kakrapar_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/KAKRAPAR-1,,0.02
Operational,India,IN-10,KAKRAPAR-2,PHWR,3/1/1995,"March, 1995",9/1/1995,,None (Currently operational),21.23861,73.35,https://en.wikipedia.org/wiki/Kakrapar_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/KAKRAPAR-1,,0.02
Operational,Pakistan,PK-1,KANUPP-1,PHWR,10/1/1971,"October, 1971",12/1/1972,,None (Currently operational),24.847167,66.78825,https://en.wikipedia.org/wiki/Karachi_Nuclear_Power_Complex,https://www.world-nuclear.org/reactor/default.aspx/KANUPP-1,,0.07
Operational,South Africa,ZA-1,KOEBERG-1,PWR,4/1/1984,"April, 1984",7/1/1984,,None (Currently operational),-33.676444,18.4320472,https://en.wikipedia.org/wiki/Koeberg_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/KOEBERG-1,,0.05
Operational,South Africa,ZA-2,KOEBERG-2,PWR,7/1/1985,"July, 1985",11/1/1985,,None (Currently operational),-33.676444,18.4320472,https://en.wikipedia.org/wiki/Koeberg_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/KOEBERG-1,,0.05
Operational,India,IN-25,KUDANKULAM-1,PWR,10/1/2013,"October, 2013",12/1/2014,,None (Currently operational),8.168889,77.7125,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/KUDANKULAM-1,,0.02
Operational,India,IN-26,KUDANKULAM-2,PWR,8/1/2016,"August, 2016",3/1/2017,,None (Currently operational),8.16889,77.7125,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/KUDANKULAM-1,,0.02
Operational,United States,US-352,LIMERICK-1,BWR,4/1/1985,"April, 1985",2/1/1986,,None (Currently operational),40.22667,-75.58722,https://en.wikipedia.org/wiki/Limerick_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/LIMERICK-1,,0.19
Operational,United States,US-353,LIMERICK-2,BWR,9/1/1989,"September, 1989",1/1/1990,,None (Currently operational),40.22667,-75.58722,https://en.wikipedia.org/wiki/Limerick_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/LIMERICK-1,,0.19
Shut Down,Germany,DE-6,LINGEN, BWR,7/1/1968,"July, 1968",10/1/1968,1/1/1977,"January, 1977",52.48278,7.30694,https://en.wikipedia.org/wiki/Lingen_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/LINGEN,,0.12
Operational,Finland,FI-1,LOVIISA-1,PWR,2/1/1977,"February, 1977",5/1/1977,,None (Currently operational),60.37222,26.34722,https://en.wikipedia.org/wiki/Loviisa_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/LOVIISA-1,,0.33
Operational,Finland,FI-2,LOVIISA-2,PWR,11/1/1980,"November, 1980",1/1/1981,,None (Currently operational),60.37222,26.34722,https://en.wikipedia.org/wiki/Loviisa_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/LOVIISA-1,,0.33
Operational,India,IN-5,MADRAS-1,PHWR,7/1/1983,"July, 1983",1/1/1984,,None (Currently operational),12.5575,80.175,https://en.wikipedia.org/wiki/Madras_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/MADRAS-1,,0.02
Operational,India,IN-6,MADRAS-2,PHWR,9/1/1985,"September, 1985",3/1/1986,,None (Currently operational),12.5575,80.175,https://en.wikipedia.org/wiki/Madras_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/MADRAS-1,,0.02
Operational,Slovakia,SK-6,MOCHOVCE-1,PWR,7/1/1998,"July, 1998",10/1/1998,,None (Currently operational),48.26389,18.45694,https://en.wikipedia.org/wiki/Mochovce_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/MOCHOVCE-1,,0.53
Operational,Slovakia,SK-7,MOCHOVCE-2,PWR,12/1/1999,"December, 1999",4/1/2000,,None (Currently operational),48.26389,18.45694,https://en.wikipedia.org/wiki/Mochovce_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/MOCHOVCE-1,,0.53
Shut Down,Japan,JP-31,MONJU, FBR,8/1/1995,"August, 1995",,12/1/2017,"December, 2017",35.74028,135.98806,https://en.wikipedia.org/wiki/Monju_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/MONJU,,0.03
Shut Down,Germany,DE-22,MUELHEIM-KAERLICH, PWR,3/1/1986,"March, 1986",8/1/1987,9/1/1988,"September, 1988",50.408056,7.49,https://en.wikipedia.org/wiki/M%25C3%25BClheim-K%25C3%25A4rlich_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/MUELHEIM-KAERLICH,,0.12
Operational,China,CN-18,NINGDE-1,PWR,12/1/2012,"December, 2012",4/1/2013,,None (Currently operational),27.04444,120.28333,https://en.wikipedia.org/wiki/Ningde_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/NINGDE-1,,0.03
Operational,China,CN-19,NINGDE-2,PWR,1/1/2014,"January, 2014",5/1/2014,,None (Currently operational),27.04444,120.28333,https://en.wikipedia.org/wiki/Ningde_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/NINGDE-1,,0.03
Operational,China,CN-34,NINGDE-3,PWR,3/1/2015,"March, 2015",6/1/2015,,None (Currently operational),27.04444,120.28333,https://en.wikipedia.org/wiki/Ningde_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/NINGDE-1,,0.03
Operational,China,CN-35,NINGDE-4,PWR,3/1/2016,"March, 2016",7/1/2016,,None (Currently operational),27.04444,120.28333,https://en.wikipedia.org/wiki/Ningde_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/NINGDE-1,,0.03
Shut Down,Germany,DE-5,OBRIGHEIM, PWR,10/1/1968,"October, 1968",3/1/1969,5/1/2005,"May, 2005",49.36444,9.07639,https://en.wikipedia.org/wiki/Obrigheim_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/OBRIGHEIM,,0.12
Shut Down,United Kingdom,GB-11A,OLDBURY A-1, GCR,11/1/1967,"November, 1967",12/1/1967,2/1/2012,"February, 2012",51.648889,-2.570833,https://en.wikipedia.org/wiki/Oldbury_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/OLDBURY%2520A-1,,0.2
Shut Down,United Kingdom,GB-11B,OLDBURY A-2, GCR,4/1/1968,"April, 1968",9/1/1968,6/1/2011,"June, 2011",51.648889,-2.570833,https://en.wikipedia.org/wiki/Oldbury_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/OLDBURY%2520A-1,,0.2
Operational,Hungary,HU-1,PAKS-1,PWR,12/1/1982,"December, 1982",8/1/1983,,None (Currently operational),46.5725,18.85417,https://en.wikipedia.org/wiki/Paks_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/PAKS-1,,0.49
Operational,Hungary,HU-2,PAKS-2,PWR,9/1/1984,"September, 1984",11/1/1984,,None (Currently operational),46.5725,18.85417,https://en.wikipedia.org/wiki/Paks_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/PAKS-1,,0.49
Operational,Hungary,HU-3,PAKS-3,PWR,9/1/1986,"September, 1986",12/1/1986,,None (Currently operational),46.5725,18.85417,https://en.wikipedia.org/wiki/Paks_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/PAKS-1,,0.49
Operational,Hungary,HU-4,PAKS-4,PWR,8/1/1987,"August, 1987",11/1/1987,,None (Currently operational),46.5725,18.85417,https://en.wikipedia.org/wiki/Paks_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/PAKS-1,,0.49
Operational,United States,US-528,PALO VERDE-1,PWR,6/1/1985,"June, 1985",1/1/1986,,None (Currently operational),33.38917,-112.865,https://en.wikipedia.org/wiki/Palo_Verde_Nuclear_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/PALO%2520VERDE-1,,0.19
Operational,United States,US-529,PALO VERDE-2,PWR,5/1/1986,"May, 1986",9/1/1986,,None (Currently operational),33.38917,-112.865,https://en.wikipedia.org/wiki/Palo_Verde_Nuclear_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/PALO%2520VERDE-1,,0.19
Operational,United States,US-530,PALO VERDE-3,PWR,11/1/1987,"November, 1987",1/1/1988,,None (Currently operational),33.38917,-112.865,https://en.wikipedia.org/wiki/Palo_Verde_Nuclear_Generating_Station,https://www.world-nuclear.org/reactor/default.aspx/PALO%2520VERDE-1,,0.19
Shut Down,United States,US-293,PILGRIM-1, BWR,7/1/1972,"July, 1972",12/1/1972,5/1/2019,"May, 2019",41.945,-70.5783,https://en.wikipedia.org/wiki/Pilgrim_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/PILGRIM-1,,0.19
Operational,India,IN-3,RAJASTHAN-1,PHWR,11/1/1972,"November, 1972",12/1/1973,,None (Currently operational),24.87222,75.61389,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/RAJASTHAN-1,,0.02
Operational,India,IN-4,RAJASTHAN-2,PHWR,11/1/1980,"November, 1980",4/1/1981,,None (Currently operational),24.87222,75.61389,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/RAJASTHAN-1,,0.02
Operational,India,IN-11,RAJASTHAN-3,PHWR,3/1/2000,"March, 2000",6/1/2000,,None (Currently operational),24.87222,75.61389,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/RAJASTHAN-1,,0.02
Operational,India,IN-12,RAJASTHAN-4,PHWR,11/1/2000,"November, 2000",12/1/2000,,None (Currently operational),24.87222,75.61389,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/RAJASTHAN-1,,0.02
Operational,India,IN-19,RAJASTHAN-5,PHWR,12/1/2009,"December, 2009",2/1/2010,,None (Currently operational),24.87222,75.61389,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/RAJASTHAN-1,,0.02
Operational,India,IN-20,RAJASTHAN-6,PHWR,3/1/2010,"March, 2010",3/1/2010,,None (Currently operational),24.87222,75.61389,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/RAJASTHAN-1,,0.02
Operational,Sweden,SE-4,RINGHALS-1,BWR,10/1/1974,"October, 1974",1/1/1976,,None (Currently operational),57.25972,12.11083,https://en.wikipedia.org/wiki/Ringhals_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/RINGHALS-2,,0.42
Operational,Sweden,SE-7,RINGHALS-3,PWR,9/1/1980,"September, 1980",9/1/1981,,None (Currently operational),57.25972,12.11083,https://en.wikipedia.org/wiki/Ringhals_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/RINGHALS-2,,0.42
Operational,Sweden,SE-10,RINGHALS-4,PWR,6/1/1982,"June, 1982",11/1/1983,,None (Currently operational),57.25972,12.11083,https://en.wikipedia.org/wiki/Ringhals_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/RINGHALS-2,,0.42
Shut Down,Sweden,SE-5,RINGHALS-2, PWR,8/1/1974,"August, 1974",5/1/1975,12/1/2019,"December, 2019",57.25972,12.11083,https://en.wikipedia.org/wiki/Ringhals_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/RINGHALS-2,,0.42
Operational,Ukraine,UA-27,ROVNO-1,PWR,12/1/1980,"December, 1980",9/1/1981,,None (Currently operational),51.32778,25.89167,https://en.wikipedia.org/wiki/Rivne_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ROVNO-1,,0.55
Operational,Ukraine,UA-28,ROVNO-2,PWR,12/1/1981,"December, 1981",7/1/1982,,None (Currently operational),51.32778,25.89167,https://en.wikipedia.org/wiki/Rivne_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ROVNO-1,,0.55
Operational,Ukraine,UA-29,ROVNO-3,PWR,12/1/1986,"December, 1986",5/1/1987,,None (Currently operational),51.32778,25.89167,https://en.wikipedia.org/wiki/Rivne_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ROVNO-1,,0.55
Operational,Ukraine,UA-69,ROVNO-4,PWR,10/1/2004,"October, 2004",4/1/2006,,None (Currently operational),51.32778,25.89167,https://en.wikipedia.org/wiki/Rivne_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ROVNO-1,,0.55
Operational,China,CN-28,SANMEN-1,PWR,6/1/2018,"June, 2018",9/1/2018,,None (Currently operational),29.10111,121.64194,https://en.wikipedia.org/wiki/Sanmen_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/SANMEN-1,,0.03
Operational,China,CN-29,SANMEN-2,PWR,8/1/2018,"August, 2018",11/1/2018,,None (Currently operational),29.10111,121.64194,https://en.wikipedia.org/wiki/Sanmen_Nuclear_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/SANMEN-1,,0.03
Operational,Japan,JP-28,SENDAI-1,PWR,9/1/1983,"September, 1983",7/1/1984,,None (Currently operational),31.83361,130.18972,https://en.wikipedia.org/wiki/Sendai_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/SENDAI-1,,0.03
Operational,Japan,JP-37,SENDAI-2,PWR,4/1/1985,"April, 1985",11/1/1985,,None (Currently operational),31.83361,130.18972,https://en.wikipedia.org/wiki/Sendai_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/SENDAI-1,,0.03
Operational,South Korea,KR-21,SHIN-KORI-1,PWR,8/1/2010,"August, 2010",2/1/2011,,None (Currently operational),35.319904,129.290053,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/SHIN-KORI-1,,0.23
Operational,South Korea,KR-22,SHIN-KORI-2,PWR,1/1/2012,"January, 2012",7/1/2012,,None (Currently operational),35.319904,129.290053,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/SHIN-KORI-1,,0.23
Operational,South Korea,KR-25,SHIN-KORI-3,PWR,1/1/2016,"January, 2016",12/1/2016,,None (Currently operational),35.319904,129.290053,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/SHIN-KORI-1,,0.23
Operational,South Korea,KR-26,SHIN-KORI-4,PWR,4/1/2019,"April, 2019",8/1/2019,,None (Currently operational),35.319904,129.290053,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/SHIN-KORI-1,,0.23
Operational,United Kingdom,GB-24,SIZEWELL B,PWR,2/1/1995,"February, 1995",9/1/1995,,None (Currently operational),52.215,1.61972,https://en.wikipedia.org/wiki/Sizewell_nuclear_power_stations,https://www.world-nuclear.org/reactor/default.aspx/SIZEWELL%2520B,,0.2
Operational,France,FR-48,ST. ALBAN-1,PWR,8/1/1985,"August, 1985",5/1/1986,,None (Currently operational),45.40444,4.75528,https://en.wikipedia.org/wiki/Saint-Alban_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ST.%2520ALBAN-1,,0.71
Operational,France,FR-49,ST. ALBAN-2,PWR,7/1/1986,"July, 1986",3/1/1987,,None (Currently operational),45.40444,4.75528,https://en.wikipedia.org/wiki/Saint-Alban_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ST.%2520ALBAN-1,,0.71
Shut Down,France,FR-7,ST. LAURENT A-1, GCR,3/1/1969,"March, 1969",6/1/1969,4/1/1990,"April, 1990",47.72,1.5775,https://en.wikipedia.org/wiki/Saint-Laurent_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ST.%2520LAURENT%2520A-1,,0.71
Shut Down,France,FR-8,ST. LAURENT A-2, GCR,8/1/1971,"August, 1971",11/1/1971,5/1/1992,"May, 1992",47.72,1.5775,https://en.wikipedia.org/wiki/Saint-Laurent_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/ST.%2520LAURENT%2520A-1,,0.71
Operational,China,CN-32,TAISHAN-1,PWR,6/1/2018,"June, 2018",12/1/2018,,None (Currently operational),21.91778,112.98194,https://en.wikipedia.org/wiki/Taishan_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/TAISHAN-1,,0.03
Operational,China,CN-33,TAISHAN-2,PWR,6/1/2019,"June, 2019",,,None (Currently operational),21.91778,112.98194,https://en.wikipedia.org/wiki/Taishan_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/TAISHAN-1,,0.03
Operational,India,IN-1,TARAPUR-1,BWR,4/1/1969,"April, 1969",10/1/1969,,None (Currently operational),19.8289806,72.6612056,https://en.wikipedia.org/wiki/Tarapur_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/TARAPUR-1,,0.02
Operational,India,IN-2,TARAPUR-2,BWR,5/1/1969,"May, 1969",10/1/1969,,None (Currently operational),19.8289806,72.6612056,https://en.wikipedia.org/wiki/Tarapur_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/TARAPUR-1,,0.02
Operational,India,IN-23,TARAPUR-3,PHWR,6/1/2006,"June, 2006",8/1/2006,,None (Currently operational),19.8289806,72.6612056,https://en.wikipedia.org/wiki/Tarapur_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/TARAPUR-1,,0.02
Operational,India,IN-24,TARAPUR-4,PHWR,6/1/2005,"June, 2005",9/1/2005,,None (Currently operational),19.8289806,72.6612056,https://en.wikipedia.org/wiki/Tarapur_Atomic_Power_Station,https://www.world-nuclear.org/reactor/default.aspx/TARAPUR-1,,0.02
Operational,United Kingdom,GB-23A,TORNESS-1,GCR,5/1/1988,"May, 1988",5/1/1988,,None (Currently operational),55.96799,-2.40908,https://en.wikipedia.org/wiki/Torness_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/TORNESS-1,,0.2
Operational,United Kingdom,GB-23B,TORNESS-2,GCR,2/1/1989,"February, 1989",2/1/1989,,None (Currently operational),55.96799,-2.40908,https://en.wikipedia.org/wiki/Torness_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/TORNESS-1,,0.2
Operational,France,FR-18,TRICASTIN-1,PWR,5/1/1980,"May, 1980",12/1/1980,,None (Currently operational),44.32972,4.73222,https://en.wikipedia.org/wiki/Tricastin_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/TRICASTIN-1,,0.71
Operational,France,FR-19,TRICASTIN-2,PWR,8/1/1980,"August, 1980",12/1/1980,,None (Currently operational),44.32972,4.73222,https://en.wikipedia.org/wiki/Tricastin_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/TRICASTIN-1,,0.71
Operational,France,FR-25,TRICASTIN-3,PWR,2/1/1981,"February, 1981",5/1/1981,,None (Currently operational),44.32972,4.73222,https://en.wikipedia.org/wiki/Tricastin_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/TRICASTIN-1,,0.71
Operational,France,FR-26,TRICASTIN-4,PWR,6/1/1981,"June, 1981",11/1/1981,,None (Currently operational),44.32972,4.73222,https://en.wikipedia.org/wiki/Tricastin_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/TRICASTIN-1,,0.71
Shut Down,Germany,DE-17,UNTERWESER, PWR,9/1/1978,"September, 1978",9/1/1979,8/1/2011,"August, 2011",53.4277,8.4801972,https://en.wikipedia.org/wiki/Unterweser_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/UNTERWESER,,0.12
Shut Down,United Kingdom,GB-12,WINFRITH SGHWR, SGHWR,12/1/1967,"December, 1967",1/1/1968,9/1/1990,"September, 1990",50.682,-2.261,https://en.wikipedia.org/wiki/Steam-Generating_Heavy_Water_Reactor,https://www.world-nuclear.org/reactor/default.aspx/WINFRITH%2520SGHWR,,0.2
Shut Down,United Kingdom,GB-13A,WYLFA-1, GCR,1/1/1971,"January, 1971",11/1/1971,12/1/2015,"December, 2015",53.417,-4.483,https://en.wikipedia.org/wiki/Wylfa_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/WYLFA-1,,0.2
Shut Down,United Kingdom,GB-13B,WYLFA-2, GCR,7/1/1971,"July, 1971",1/1/1972,4/1/2012,"April, 2012",53.417,-4.483,https://en.wikipedia.org/wiki/Wylfa_nuclear_power_station,https://www.world-nuclear.org/reactor/default.aspx/WYLFA-1,,0.2
Operational,United States,US-321,HATCH-1,BWR,11/1/1974,"November, 1974",12/1/1975,,None (Currently operational),31.93417,-82.34389,https://en.wikipedia.org/wiki/Edwin_I._Hatch_Nuclear_Power_Plant,https://www.world-nuclear-news.org/UF-Hatch-unit-restarts-with-accident-tolerant-fuel-0703184.html,,0.19
Operational,United States,US-366,HATCH-2,BWR,9/1/1978,"September, 1978",9/1/1979,,None (Currently operational),31.93417,-82.34389,https://en.wikipedia.org/wiki/Edwin_I._Hatch_Nuclear_Power_Plant,https://www.world-nuclear-news.org/UF-Hatch-unit-restarts-with-accident-tolerant-fuel-0703184.html,,0.19
Operational,United States,US-331,DUANE ARNOLD-1,BWR,5/1/1974,"May, 1974",2/1/1975,,None (Currently operational),42.10056,-91.77722,https://en.wikipedia.org/wiki/Duane_Arnold_Energy_Center,https://www.worldnuclearreport.org/Storm-Damage-Prompts-Early-Closure-of-Duane-Arnold-Nuclear-Reactor-in-the-U-S.html,,0.19
Operational,Armenia,AM-19,ARMENIAN-2,PWR,1/1/1980,"January, 1980",5/1/1980,,None (Currently operational),40.1808444,44.1489083,https://en.wikipedia.org/wiki/Armenian_Nuclear_Power_Plant,https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/ARMENIA.aspx,,0.34
