Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Commercial operation,Shutdown,,,,ARMENIA,BELGIUM,BULGARIA,CANADA,FRANCE,GERMANY,ITALY,JAPAN,KAZAKHSTAN,"KOREA,REP.OF",LITHUANIA,NETHERLANDS,RUSSIA,SLOVAKIA,SPAIN,SWEDEN,SWITZERLAND,UK,UKRAINE,USA,CZECHREP.,SLOVENIA,ROMANIA,INDIA,CHINA,SOUTHAFRICA,HUNGARY,FINLAND,BRAZIL,"IRAN,ISL.REP.",ARGENTINA,PAKISTAN,MEXICO
Operational,USA,US-259,BROWNS FERRY-1,BWR,10/1/1973,8/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-260,BROWNS FERRY-2,BWR,8/1/1974,3/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-296,BROWNS FERRY-3,BWR,9/1/1976,3/1/1977,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-266,POINT BEACH-1,PWR,11/1/1970,12/1/1970,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-301,POINT BEACH-2,PWR,8/1/1972,10/1/1972,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-456,BRAIDWOOD-1,PWR,7/1/1987,7/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-457,BRAIDWOOD-2,PWR,5/1/1988,10/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-237,DRESDEN-2,BWR,4/1/1970,6/1/1970,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-249,DRESDEN-3,BWR,7/1/1971,11/1/1971,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-373,LASALLE-1,BWR,9/1/1982,1/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-374,LASALLE-2,BWR,4/1/1984,10/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-461,CLINTON-1,BWR,4/1/1987,11/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-454,BYRON-1,PWR,3/1/1985,9/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-455,BYRON-2,PWR,2/1/1987,8/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,GERMANY,DE-44,NECKARWESTHEIM-2,PWR,1/1/1989,4/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,GERMANY,DE-32,BROKDORF,PWR,10/1/1986,12/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,GERMANY,DE-27,GROHNDE,PWR,9/1/1984,2/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-254,QUAD CITIES-1,BWR,4/1/1972,2/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-265,QUAD CITIES-2,BWR,5/1/1972,3/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-382,WATERFORD-3,PWR,3/1/1985,9/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-416,GRAND GULF-1,BWR,10/1/1984,7/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-458,RIVER BEND-1,BWR,12/1/1985,6/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-331,DUANE ARNOLD-1,BWR,5/1/1974,2/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-483,CALLAWAY-1,PWR,10/1/1984,12/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-282,PRAIRIE ISLAND-1,PWR,12/1/1973,12/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-306,PRAIRIE ISLAND-2,PWR,12/1/1974,12/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-313,ANO-1,PWR,8/1/1974,12/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-368,ANO-2,PWR,12/1/1978,3/1/1980,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-263,MONTICELLO,BWR,3/1/1971,6/1/1971,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-298,COOPER,BWR,5/1/1974,7/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-482,WOLF CREEK,PWR,6/1/1985,9/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-498,SOUTH TEXAS-1,PWR,3/1/1988,8/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-499,SOUTH TEXAS-2,PWR,4/1/1989,6/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,MEXICO,MX-1,LAGUNA VERDE-1,BWR,4/1/1989,7/1/1990,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,MEXICO,MX-2,LAGUNA VERDE-2,BWR,11/1/1994,4/1/1995,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-445,COMANCHE PEAK-1,PWR,4/1/1990,8/1/1990,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-446,COMANCHE PEAK-2,PWR,4/1/1993,8/1/1993,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
